name,state,country,category,is_target
Saint Mary-of-the-Woods College,IN,USA,university,false
Saint Meinrad Seminary & School of Theology,IN,USA,university,false
Saint Michael's College,VT,USA,university,false
Saint Norbert College,WI,USA,university,false
Saint Olaf College,MN,USA,university,false
Saint Patrick's Seminary & University,CA,USA,university,false
Saint Paul School of Theology,MO,USA,university,false
Saint Paul's College,VA,USA,university,false
Saint Peter's University,NJ,USA,university,false
Saint Petersburg College,FL,USA,university,false
Saint Thomas Aquinas College,NY,USA,university,false
Saint Thomas University,FL,USA,university,false
Saint Vincent College,PA,USA,university,false
Saint Vincent de Paul Regional Seminary,FL,USA,university,false
Saint Vincent's College,CT,USA,university,false
Saint Xavier University,IL,USA,university,false
Salem College,NC,USA,university,false
Salem International University,WV,USA,university,false
Salem State University,MA,USA,university,false
Salisbury University,MD,USA,university,false
Salish Kootenai College,MT,USA,university,false
Salus University,PA,USA,university,false
Salve Regina University,RI,USA,university,false
Sam Houston State University,TX,USA,university,false
Samford University,AL,USA,university,false
Samuel Merritt University,CA,USA,university,false
San Diego Christian College,CA,USA,university,false
San Diego State University,CA,USA,university,false
San Francisco Art Institute,CA,USA,university,false
San Francisco Conservatory of Music,CA,USA,university,false
San Francisco State University,CA,USA,university,false
San Francisco Theological Seminary,CA,USA,university,false
San Joaquin College of Law,CA,USA,university,false
San Jos̩ State University,CA,USA,university,false
Sanford College of Nursing,ND,USA,university,false
Santa Clara University,CA,USA,university,false
Santa Fe College,FL,USA,university,false
Santa Fe University of Art & Design,NM,USA,university,false
Sarah Lawrence College,NY,USA,university,false
Savannah College of Art & Design,GA,USA,university,false
Savannah State University,GA,USA,university,false
Saybrook University,CA,USA,university,false
School for International Training,VT,USA,university,false
School of Visual Arts,NY,USA,university,false
School of the Art Institute of Chicago,IL,USA,university,false
Schreiner University,TX,USA,university,false
Scripps College,CA,USA,university,false
Scripps Research Institute,CA,USA,university,false
Seattle Pacific University,WA,USA,university,false
Seattle University,WA,USA,university,false
Seminary of the Immaculate Conception,NY,USA,university,false
Seminary of the Southwest,TX,USA,university,false
Seminole State College of Florida,FL,USA,university,false
Seton Hall University,NJ,USA,university,false
Seton Hill University,PA,USA,university,false
Shaw University,NC,USA,university,false
Shawnee State University,OH,USA,university,false
Shenandoah University,VA,USA,university,false
Shepherd University,WV,USA,university,false
Sherman College of Chiropractic,SC,USA,university,false
Shimer College,IL,USA,university,false
Shippensburg University of Pennsylvania,PA,USA,university,false
Shorter University,GA,USA,university,false
Siena College,NY,USA,university,false
Siena Heights University,MI,USA,university,false
Sierra Nevada College,NV,USA,university,false
Silver Lake College,WI,USA,university,false
Simmons College,MA,USA,university,false
Simon Fraser University,BC,USA,university,false
Simpson College,IA,USA,university,false
Simpson University,CA,USA,university,false
Sinte Gleska University,SD,USA,university,false
Sioux Falls Seminary,SD,USA,university,false
Sitting Bull College,ND,USA,university,false
Skidmore College,NY,USA,university,false
Slippery Rock University of Pennsylvania,PA,USA,university,false
Smith College,MA,USA,university,false
Sofia University,CA,USA,university,false
Soka University of America,CA,USA,university,false
Somerset Christian College,NJ,USA,university,false
Sonoma State University,CA,USA,university,false
Soujourner-Douglass College,MD,USA,university,false
South Carolina State University,SC,USA,university,false
South College,TN,USA,university,false
South Dakota School of Mines & Technology,SD,USA,university,false
South Dakota State University,SD,USA,university,false
South Florida Bible College & Theological Seminary,FL,USA,university,false
South Florida State College,FL,USA,university,false
South Georgia State College,GA,USA,university,false
South Side High School,NY,USA,high_school,false
South Texas College of Law,TX,USA,university,false
South University,GA,USA,university,false
Southeast Missouri State University,MO,USA,university,false
Southeastern Baptist Theological Seminary,NC,USA,university,false
Southeastern Bible College,AL,USA,university,false
Southeastern Louisiana University,LA,USA,university,false
Southeastern Oklahoma State University,OK,USA,university,false
Southeastern University,FL,USA,university,false
Southern Adventist University,TN,USA,university,false
Southern Arkansas University,AR,USA,university,false
Southern Baptist Theological Seminary,KY,USA,university,false
Southern California College of Optometry,CA,USA,university,false
Southern California Institute of Architecture,CA,USA,university,false
Southern California University of Health Sciences,CA,USA,university,false
Southern College of Optometry,TN,USA,university,false
Southern Connecticut State University,CT,USA,university,false
Southern Illinois University System,IL,USA,university,false
Southern Illinois University-Carbondale,IL,USA,university,false
Southern Illinois University-Edwardsville,IL,USA,university,false
Southern Methodist University,TX,USA,university,false
Southern Nazarene University,OK,USA,university,false
Southern New Hampshire University,NH,USA,university,false
Southern Oregon University,OR,USA,university,false
Southern Polytechnic State University,GA,USA,university,false
Southern University System,LA,USA,university,false
Southern University and A&M College at Baton Rouge,LA,USA,university,false
Southern University at New Orleans,LA,USA,university,false
Southern University at Shreveport,LA,USA,university,false
Southern Utah University,UT,USA,university,false
Southern Vermont College,VT,USA,university,false
Southern Virginia University,VA,USA,university,false
Southern Wesleyan University,SC,USA,university,false
Southwest Baptist University,MO,USA,university,false
Southwest College of Naturopathic Medicine & Health Sciences,AZ,USA,university,false
Southwest Minnesota State University,MN,USA,university,false
Southwest University of Visual Arts,AZ,USA,university,false
Southwestern Adventist University,TX,USA,university,false
Southwestern Assemblies of God University,TX,USA,university,false
Southwestern Baptist Theological Seminary,TX,USA,university,false
Southwestern Christian College,TX,USA,university,false
Southwestern Christian University,OK,USA,university,false
Southwestern College,KS,USA,university,false
Southwestern College,NM,USA,university,false
Southwestern Oklahoma State University,OK,USA,university,false
Southwestern University,TX,USA,university,false
Spalding University,KY,USA,university,false
Spelman College,GA,USA,university,false
Spertus Institute of Jewish Studies,IL,USA,university,false
Spring Arbor University,MI,USA,university,false
Spring Hill College,AL,USA,university,false
Springfield College,MA,USA,university,false
Stanford University,CA,USA,university,false
State College of Florida (Manatee-Sarasota),FL,USA,university,false
Stephen F. Austin State University,TX,USA,university,false
Stephens College,MO,USA,university,false
Sterling College,KS,USA,university,false
Sterling College,VT,USA,university,false
Stetson University,FL,USA,university,false
Stevens Institute of Technology,NJ,USA,university,false
Stevenson University,MD,USA,university,false
Stillman College,AL,USA,university,false
Stonehill College,MA,USA,university,false
Strayer University,DC,USA,university,false
Suffolk University,MA,USA,university,false
Sul Ross State University,TX,USA,university,false
Sullivan University,KY,USA,university,false
Susquehanna University,PA,USA,university,false
Swarthmore College,PA,USA,university,false
Sweet Briar College,VA,USA,university,false
Syracuse University,NY,USA,university,false
TCM International Institute,IN,USA,university,false
Tabor College,KS,USA,university,false
Talladega College,AL,USA,university,false
Tarleton State University,TX,USA,university,false
Taylor University,IN,USA,university,false
Teachers College-Columbia University,NY,USA,university,false
Temple University,PA,USA,university,false
Tennessee State University,TN,USA,university,false
Tennessee Technological University,TN,USA,university,false
Tennessee Wesleyan College,TN,USA,university,false
Texas A&M International University,TX,USA,university,false
Texas A&M University,TX,USA,university,false
Texas A&M University Health Science Center,TX,USA,university,false
Texas A&M University-Central Texas,TX,USA,university,false
Texas A&M University-Commerce,TX,USA,university,false
Texas A&M University-Corpus Christi,TX,USA,university,false
Texas A&M University-Galveston,TX,USA,university,false
Texas A&M University-Kingsville,TX,USA,university,false
Texas A&M University-Texarkana,TX,USA,university,false
Texas Chiropractic College,TX,USA,university,false
Texas Christian University,TX,USA,university,false
Texas College,TX,USA,university,false
Texas Lutheran University,TX,USA,university,false
Texas Southern University,TX,USA,university,false
Texas State University-San Marcos,TX,USA,university,false
Texas Tech University,TX,USA,university,false
Texas Tech University Health Sciences Center,TX,USA,university,false
Texas Wesleyan University,TX,USA,university,false
Texas Woman's University,TX,USA,university,false
The Baptist College of Florida,FL,USA,university,false
The Catholic University of America,DC,USA,university,false
The Chicago School of Professional Psychology,IL,USA,university,false
The Citadel,SC,USA,university,false
The College of Idaho,ID,USA,university,false
The College of New Jersey,NJ,USA,university,false
The Cooper Union for the Advancement of Science & Art,NY,USA,university,false
The Jewish Theological Seminary of America,NY,USA,university,false
The Juilliard School,NY,USA,university,false
The King's College,NY,USA,university,false
The Master's College,CA,USA,university,false
The Master's Seminary,CA,USA,university,false
The New School,NY,USA,university,false
The Sage Colleges,NY,USA,university,false
The Thomas More College of Liberal Arts,NH,USA,university,false
The University of Findlay,OH,USA,university,false
The Wright Institute,CA,USA,university,false
Thiel College,PA,USA,university,false
Thomas Aquinas College,CA,USA,university,false
Thomas College,ME,USA,university,false
Thomas Edison State College,NJ,USA,university,false
Thomas Jefferson High School for Science and Technology,VA,USA,high_school,false
Thomas Jefferson University,PA,USA,university,false
Thomas M. Cooley Law School,MI,USA,university,false
Thomas More College,KY,USA,university,false
Thomas University,GA,USA,university,false
Thunderbird School of Global Management,AZ,USA,university,false
Tiffin University,OH,USA,university,false
Toccoa Falls College,GA,USA,university,false
Tougaloo College,MS,USA,university,false
Touro College,NY,USA,university,false
Touro College Los Angeles,CA,USA,university,false
Touro University California,CA,USA,university,false
Touro University Nevada,NV,USA,university,false
Touro University Worldwide,CA,USA,university,false
Towson University,MD,USA,university,false
Toyota Technological Institute at Chicago,IL,USA,university,false
Transylvania University,KY,USA,university,false
Trevecca Nazarene University,TN,USA,university,false
Trident University International,CA,USA,university,false
Trine University,IN,USA,university,false
Trinity Bible College,ND,USA,university,false
Trinity Christian College,IL,USA,university,false
Trinity College,CT,USA,university,false
Trinity College of Florida,FL,USA,university,false
Trinity College of Nursing & Health Sciences,IL,USA,university,false
Trinity International University,IL,USA,university,false
Trinity Lutheran College,WA,USA,university,false
Trinity Lutheran Seminary,OH,USA,university,false
Trinity University,DC,USA,university,false
Trinity University,TX,USA,university,false
Troy University,AL,USA,university,false
Truett-McConnell College,GA,USA,university,false
Truman State University,MO,USA,university,false
Tufts University,MA,USA,university,false
Tulane University,LA,USA,university,false
Turtle Mountain Community College,ND,USA,university,false
Tusculum College,TN,USA,university,false
Tuskegee University,AL,USA,university,false
Unification Theological Seminary,NY,USA,university,false
Uniformed Services University of the Health Sciences,MD,USA,university,false
Union College,KY,USA,university,false
Union College,NE,USA,university,false
Union College,NY,USA,university,false
Union Graduate College,NY,USA,university,false
Union Institute & University,OH,USA,university,false
Union Presbyterian Seminary,VA,USA,university,false
Union Theological Seminary,NY,USA,university,false
Union University,TN,USA,university,false
United States Air Force Academy,CO,USA,university,false
United States Army Command & General Staff College,KS,USA,university,false
United States Army War College,PA,USA,university,false
United States Coast Guard Academy,CT,USA,university,false
United States Merchant Marine Academy,NY,USA,university,false
United States Military Academy,NY,USA,university,false
United States Naval Academy,MD,USA,university,false
United States Naval War College,RI,USA,university,false
United States Sports Academy,AL,USA,university,false
United States University,CA,USA,university,false
United Theological Seminary,OH,USA,university,false
United Theological Seminary of the Twin Cities,MN,USA,university,false
Unity College,ME,USA,university,false
Univeristy of Waterloo,ON,CAN,university,false
University College,LO,GBR,university,false
University High School,NJ,USA,high_school,false
University System of Maryland,MD,USA,university,false
University of Advancing Technology,AZ,USA,university,false
University of Akron,OH,USA,university,false
University of Alabama,AL,USA,university,false
University of Alabama-Birmingham,AL,USA,university,false
University of Alabama-Huntsville,AL,USA,university,false
University of Arizona,AZ,USA,university,false
University of Arkansas,AR,USA,university,false
University of Arkansas for Medical Sciences,AR,USA,university,false
University of Arkansas-Fort Smith,AR,USA,university,false
University of Arkansas-Little Rock,AR,USA,university,false
University of Arkansas-Monticello,AR,USA,university,false
University of Arkansas-Pine Bluff,AR,USA,university,false
University of Baltimore,MD,USA,university,false
University of Bridgeport,CT,USA,university,false
University of Bristol,BR,GBR,university,false
University of British Columbia,VC,CAN,university,false
University of Calgary,CG,CAN,university,false
University of California Hastings College of the Law,CA,USA,university,false
University of California System,CA,USA,university,false
University of California-Berkeley,CA,USA,university,false
University of California-Davis,CA,USA,university,false
University of California-Irvine,CA,USA,university,false
University of California-Los Angeles,CA,USA,university,false
University of California-Merced,CA,USA,university,false
University of California-Riverside,CA,USA,university,false
University of California-San Diego,CA,USA,university,false
University of California-San Francisco,CA,USA,university,false
University of California-Santa Barbara,CA,USA,university,false
University of California-Santa Cruz,CA,USA,university,false
University of Central Arkansas,AR,USA,university,false
University of Central Florida,FL,USA,university,false
University of Central Missouri,MO,USA,university,false
University of Central Oklahoma,OK,USA,university,false
University of Charleston,WV,USA,university,false
University of Chicago,IL,USA,university,false
University of Cincinnati,OH,USA,university,false
University of Cincinnati-Blue Ash,OH,USA,university,false
University of Colorado System,CO,USA,university,false
University of Colorado-Boulder,CO,USA,university,false
University of Colorado-Colorado Springs,CO,USA,university,false
University of Colorado-Denver,CO,USA,university,false
University of Connecticut,CT,USA,university,false
University of Dallas,TX,USA,university,false
University of Dayton,OH,USA,university,false
University of Delaware,DE,USA,university,false
University of Denver,CO,USA,university,false
University of Detroit Mercy,MI,USA,university,false
University of Dubuque,IA,USA,university,false
University of Evansville,IN,USA,university,false
University of Florida,FL,USA,university,false
University of Georgia,GA,USA,university,false
University of Great Falls,MT,USA,university,false
University of Guam,GU,USA,university,false
University of Hartford,CT,USA,university,false
University of Hawaii System,HI,USA,university,false
University of Hawaii-Hilo,HI,USA,university,false
University of Hawaii-Manoa,HI,USA,university,false
University of Hawaii-West O'ahu,HI,USA,university,false
University of Houston,TX,USA,university,false
University of Houston-Clear Lake,TX,USA,university,false
University of Houston-Downtown,TX,USA,university,false
University of Houston-Victoria,TX,USA,university,false
University of Idaho,ID,USA,university,false
University of Illinois System,IL,USA,university,false
University of Illinois-Chicago,IL,USA,university,false
University of Illinois-Springfield,IL,USA,university,false
University of Illinois-Urbana-Champaign,IL,USA,university,false
University of Indianapolis,IN,USA,university,false
University of Iowa,IA,USA,university,false
University of Jamestown,ND,USA,university,false
University of Kansas,KS,USA,university,false
University of Kansas Medical Center,KS,USA,university,false
University of Kentucky,KY,USA,university,false
University of La Verne,CA,USA,university,false
University of Louisiana-Lafayette,LA,USA,university,false
University of Louisiana-Monroe,LA,USA,university,false
University of Louisville,KY,USA,university,false
University of Maine,ME,USA,university,false
University of Maine School of Law,ME,USA,university,false
University of Maine System,ME,USA,university,false
University of Maine-Augusta,ME,USA,university,false
University of Maine-Farmington,ME,USA,university,false
University of Maine-Fort Kent,ME,USA,university,false
University of Maine-Machias,ME,USA,university,false
University of Maine-Presque Isle,ME,USA,university,false
University of Mary,ND,USA,university,false
University of Mary Hardin-Baylor,TX,USA,university,false
University of Mary Washington,VA,USA,university,false
University of Maryland - College Park,MD,USA,university,false
University of Maryland - Baltimore County,MD,USA,university,false
University of Massachusetts Medical School at Worcester,MA,USA,university,false
University of Massachusetts System,MA,USA,university,false
University of Massachusetts-Amherst,MA,USA,university,false
University of Massachusetts-Boston,MA,USA,university,false
University of Massachusetts-Dartmouth,MA,USA,university,false
University of Massachusetts-Lowell,MA,USA,university,false
University of Medicine & Dentistry of New Jersey,NJ,USA,university,false
University of Memphis,TN,USA,university,false
University of Miami,FL,USA,university,false
University of Michigan,MI,USA,university,false
University of Michigan-Dearborn,MI,USA,university,false
University of Michigan-Flint,MI,USA,university,false
University of Minnesota-Crookston,MN,USA,university,false
University of Minnesota-Duluth,MN,USA,university,false
University of Minnesota-Morris,MN,USA,university,false
University of Minnesota-Twin Cities,MN,USA,university,false
University of Mississippi,MS,USA,university,false
University of Mississippi Medical Center,MS,USA,university,false
University of Missouri,MO,USA,university,false
University of Missouri System,MO,USA,university,false
University of Missouri-Kansas City,MO,USA,university,false
University of Missouri-Saint Louis,MO,USA,university,false
University of Mobile,AL,USA,university,false
University of Montana-Missoula,MT,USA,university,false
University of Montana-Western,MT,USA,university,false
University of Montevallo,AL,USA,university,false
University of Mount Union,OH,USA,university,false
University of Nebraska Medical Center,NE,USA,university,false
University of Nebraska System,NE,USA,university,false
University of Nebraska-Kearney,NE,USA,university,false
University of Nebraska-Lincoln,NE,USA,university,false
University of Nebraska-Omaha,NE,USA,university,false
University of Nevada-Las Vegas,NV,USA,university,false
University of Nevada-Reno,NV,USA,university,false
University of New England,ME,USA,university,false
University of New Hampshire,NH,USA,university,false
University of New Hampshire School of Law,NH,USA,university,false
University of New Hampshire at Manchester,NH,USA,university,false
University of New Haven,CT,USA,university,false
University of New Mexico,NM,USA,university,false
University of New Orleans,LA,USA,university,false
University of North Alabama,AL,USA,university,false
University of North Carolina-Asheville,NC,USA,university,false
University of North Carolina-Chapel Hill,NC,USA,university,false
University of North Carolina-Charlotte,NC,USA,university,false
University of North Carolina-Greensboro,NC,USA,university,false
University of North Carolina-Pembroke,NC,USA,university,false
University of North Carolina-School of the Arts,NC,USA,university,false
University of North Carolina-Wilmington,NC,USA,university,false
University of North Dakota,ND,USA,university,false
University of North Florida,FL,USA,university,false
University of North Georgia,GA,USA,university,false
University of North Texas,TX,USA,university,false
University of North Texas Health Science Center,TX,USA,university,false
University of Northern Colorado,CO,USA,university,false
University of Northern Iowa,IA,USA,university,false
University of Northwestern Ohio,OH,USA,university,false
University of Northwestern-Saint Paul,MN,USA,university,false
University of Notre Dame,IN,USA,university,false
University of Oklahoma,OK,USA,university,false
University of Oklahoma Health Sciences Center,OK,USA,university,false
University of Oklahoma-Tulsa,OK,USA,university,false
University of Oregon,OR,USA,university,false
University of Pennsylvania,PA,USA,university,false
University of Phoenix,AZ,USA,university,false
University of Pikeville,KY,USA,university,false
University of Pittsburgh,PA,USA,university,false
University of Pittsburgh-Bradford,PA,USA,university,false
University of Pittsburgh-Greensburg,PA,USA,university,false
University of Pittsburgh-Johnstown,PA,USA,university,false
University of Portland,OR,USA,university,false
University of Puget Sound,WA,USA,university,false
University of Redlands,CA,USA,university,false
University of Rhode Island,RI,USA,university,false
University of Richmond,VA,USA,university,false
University of Rio Grande,OH,USA,university,false
University of Rochester,NY,USA,university,false
University of Saint Francis,IN,USA,university,false
University of Saint Mary,KS,USA,university,false
University of Saint Thomas,MN,USA,university,false
University of Saint Thomas,TX,USA,university,false
University of San Diego,CA,USA,university,false
University of San Francisco,CA,USA,university,false
University of Science & Arts of Oklahoma,OK,USA,university,false
University of Scranton,PA,USA,university,false
University of Sioux Falls,SD,USA,university,false
University of South Alabama,AL,USA,university,false
University of South Carolina,SC,USA,university,false
University of South Carolina System,SC,USA,university,false
University of South Carolina-Aiken,SC,USA,university,false
University of South Carolina-Beaufort,SC,USA,university,false
University of South Carolina-Upstate,SC,USA,university,false
University of South Dakota,SD,USA,university,false
University of South Florida,FL,USA,university,false
University of South Florida Saint Petersburg,FL,USA,university,false
University of South Florida Sarasota-Manatee,FL,USA,university,false
University of Southern California,CA,USA,university,false
University of Southern Indiana,IN,USA,university,false
University of Southern Maine,ME,USA,university,false
University of Southern Mississippi,MS,USA,university,false
University of St.Francis,IL,USA,university,false
University of Tampa,FL,USA,university,false
University of Tennessee,TN,USA,university,false
University of Tennessee Health Science Center,TN,USA,university,false
University of Tennessee System,TN,USA,university,false
University of Tennessee-Chattanooga,TN,USA,university,false
University of Tennessee-Martin,TN,USA,university,false
University of Texas Health Science Center at Houston,TX,USA,university,false
University of Texas Health Science Center at San Antonio,TX,USA,university,false
University of Texas Health Science Center at Tyler,TX,USA,university,false
University of Texas M.D. Anderson Cancer Center,TX,USA,university,false
University of Texas Medical Branch at Galveston,TX,USA,university,false
University of Texas Southwestern Medical Center at Dallas,TX,USA,university,false
University of Texas System,TX,USA,university,false
University of Texas of the Permian Basin,TX,USA,university,false
University of Texas-Arlington,TX,USA,university,false
University of Texas-Austin,TX,USA,university,false
University of Texas-Brownsville,TX,USA,university,false
University of Texas-Dallas,TX,USA,university,false
University of Texas-El Paso,TX,USA,university,false
University of Texas-Pan American,TX,USA,university,false
University of Texas-San Antonio,TX,USA,university,false
University of Texas-Tyler,TX,USA,university,false
University of Toledo,OH,USA,university,false
University of Toronto,ON,USA,university,false
University of Tulsa,OK,USA,university,false
University of Utah,UT,USA,university,false
University of Vermont,VT,USA,university,false
University of Virginia,VA,USA,university,false
University of Virginia's College at Wise,VA,USA,university,false
University of Washington,WA,USA,university,false
University of Washington-Bothell,WA,USA,university,false
University of Washington-Tacoma,WA,USA,university,false
University of West Alabama,AL,USA,university,false
University of West Florida,FL,USA,university,false
University of West Georgia,GA,USA,university,false
University of Western States,OR,USA,university,false
University of Windsor,ON,USA,university,false
University of Wisconsin System,WI,USA,university,false
University of Wisconsin-Eau Claire,WI,USA,university,false
University of Wisconsin-Green Bay,WI,USA,university,false
University of Wisconsin-LaCrosse,WI,USA,university,false
University of Wisconsin-Madison,WI,USA,university,false
University of Wisconsin-Milwaukee,WI,USA,university,false
University of Wisconsin-Oshkosh,WI,USA,university,false
University of Wisconsin-Parkside,WI,USA,university,false
University of Wisconsin-Platteville,WI,USA,university,false
University of Wisconsin-River Falls,WI,USA,university,false
University of Wisconsin-Stevens Point,WI,USA,university,false
University of Wisconsin-Stout,WI,USA,university,false
University of Wisconsin-Superior,WI,USA,university,false
University of Wisconsin-Whitewater,WI,USA,university,false
University of Wyoming,WY,USA,university,false
University of the Arts,PA,USA,university,false
University of the Cumberlands,KY,USA,university,false
University of the District of Columbia,DC,USA,university,false
University of the Incarnate Word,TX,USA,university,false
University of the Ozarks,AR,USA,university,false
University of the Pacific,CA,USA,university,false
University of the Potomac,DC,USA,university,false
University of the Rockies,CO,USA,university,false
University of the Sciences in Philadelphia,PA,USA,university,false
University of the South,TN,USA,university,false
University of the Southwest,NM,USA,university,false
University of the Virgin Islands,VI,USA,university,false
University of the West,CA,USA,university,false
Upper Iowa University,IA,USA,university,false
Urbana University,OH,USA,university,false
Ursinus College,PA,USA,university,false
Ursuline College,OH,USA,university,false
Utah State University,UT,USA,university,false
Utah Valley University,UT,USA,university,false
Utica College,NY,USA,university,false
Valdosta State University,GA,USA,university,false
Valencia College,FL,USA,university,false
Valley City State University,ND,USA,university,false
Valley Forge Christian College,PA,USA,university,false
Valparaiso University,IN,USA,university,false
VanderCook College of Music,IL,USA,university,false
Vanderbilt University,TN,USA,university,false
Vanguard University of Southern California,CA,USA,university,false
Vassar College,NY,USA,university,false
Vaughn College of Aeronautics & Technology,NY,USA,university,false
Vermont College of Fine Arts,VT,USA,university,false
Vermont Law School,VT,USA,university,false
Vermont Technical College,VT,USA,university,false
Victory University,TN,USA,university,false
Villa Maria College,NY,USA,university,false
Villanova University,PA,USA,university,false
Vincennes University,IN,USA,university,false
Virginia Commonwealth University,VA,USA,university,false
Virginia Intermont College,VA,USA,university,false
Virginia Military Institute,VA,USA,university,false
Virginia Polytechnic Institute & State University,VA,USA,university,false
Virginia State University,VA,USA,university,false
Virginia Union University,VA,USA,university,false
Virginia Wesleyan College,VA,USA,university,false
Viterbo University,WI,USA,university,false
Voorhees College,SC,USA,university,false
Wabash College,IN,USA,university,false
Wade College,TX,USA,university,false
Wagner College,NY,USA,university,false
Wake Forest University,NC,USA,university,false
Walden University,MN,USA,university,false
Waldorf College,IA,USA,university,false
Walla Walla University,WA,USA,university,false
Walsh College,MI,USA,university,false
Walsh University,OH,USA,university,false
Ward Melville High School,NY,USA,high_school,false
Warner Pacific College,OR,USA,university,false
Warner University,FL,USA,university,false
Warren Wilson College,NC,USA,university,false
Wartburg College,IA,USA,university,false
Wartburg Theological Seminary,IA,USA,university,false
Washburn University,KS,USA,university,false
Washington & Jefferson College,PA,USA,university,false
Washington & Lee University,VA,USA,university,false
Washington Adventist University,MD,USA,university,false
Washington Bible College/Capital Bible Seminary,MD,USA,university,false
Washington College,MD,USA,university,false
Washington State University,WA,USA,university,false
Washington State University-Spokane,WA,USA,university,false
Washington State University-Tri-Cities,WA,USA,university,false
Washington State University-Vancouver,WA,USA,university,false
Washington Theological Union,DC,USA,university,false
Washington University in Saint Louis,MO,USA,university,false
Watkins College of Art Design & Film,TN,USA,university,false
Wayland Baptist University,TX,USA,university,false
Wayne State College,NE,USA,university,false
Wayne State University,MI,USA,university,false
Waynesburg University,PA,USA,university,false
Webb Institute,NY,USA,university,false
Webber International University,FL,USA,university,false
Weber State University,UT,USA,university,false
Webster University,MO,USA,university,false
Welch College,TN,USA,university,false
Wellesley College,MA,USA,university,false
Wells College,NY,USA,university,false
Wentworth Institute of Technology,MA,USA,university,false
Wesley College,DE,USA,university,false
Wesley Theological Seminary,DC,USA,university,false
Wesleyan College,GA,USA,university,false
Wesleyan University,CT,USA,university,false
West Chester University of Pennsylvania,PA,USA,university,false
West Liberty University,WV,USA,university,false
West Texas A&M University,TX,USA,university,false
West Virginia State University,WV,USA,university,false
West Virginia University,WV,USA,university,false
West Virginia University Institute of Technology,WV,USA,university,false
West Virginia University at Parkersburg,WV,USA,university,false
West Virginia Wesleyan College,WV,USA,university,false
West Windsor - Plainsboro High School North,NJ,USA,high_school,false
Western Carolina University,NC,USA,university,false
Western Connecticut State University,CT,USA,university,false
Western Governors University,UT,USA,university,false
Western Governors University-Indiana,IN,USA,university,false
Western Governors University-Missouri,MO,USA,university,false
Western Governors University-Tennessee,TN,USA,university,false
Western Governors University-Texas,TX,USA,university,false
Western Governors University-Washington,WA,USA,university,false
Western Illinois University,IL,USA,university,false
Western International University,AZ,USA,university,false
Western Kentucky University,KY,USA,university,false
Western Michigan University,MI,USA,university,false
Western Nevada College,NV,USA,university,false
Western New England University,MA,USA,university,false
Western New Mexico University,NM,USA,university,false
Western Oregon University,OR,USA,university,false
Western Seminary,OR,USA,university,false
Western State Colorado University,CO,USA,university,false
Western State University College of Law,CA,USA,university,false
Western University of Health Sciences,CA,USA,university,false
Western Washington University,WA,USA,university,false
Westfield State University,MA,USA,university,false
Westminster College,MO,USA,university,false
Westminster College,PA,USA,university,false
Westminster College,UT,USA,university,false
Westminster School,WE,GBR,university,false
Westminster Seminary California,CA,USA,university,false
Westminster Theological Seminary,PA,USA,university,false
Westmont College,CA,USA,university,false
Wheaton College,IL,USA,university,false
Wheaton College,MA,USA,university,false
Wheeling Jesuit University,WV,USA,university,false
Wheelock College,MA,USA,university,false
Whitman College,WA,USA,university,false
Whittier College,CA,USA,university,false
Whitworth University,WA,USA,university,false
Wichita State University,KS,USA,university,false
Widener University,PA,USA,university,false
Wilberforce University,OH,USA,university,false
Wiley College,TX,USA,university,false
Wilkes University,PA,USA,university,false
Willamette University,OR,USA,university,false
William Carey University,MS,USA,university,false
William Rainey Harper College,IL,USA,university,false
William Jessup University,CA,USA,university,false
William Jewell College,MO,USA,university,false
William Paterson University,NJ,USA,university,false
William Penn University,IA,USA,university,false
William Woods University,MO,USA,university,false
Williams Baptist College,AR,USA,university,false
Williams College,MA,USA,university,false
Wilmington College,OH,USA,university,false
Wilmington University,DE,USA,university,false
Wilson College,PA,USA,university,false
Wingate University,NC,USA,university,false
Winona State University,MN,USA,university,false
Winston-Salem State University,NC,USA,university,false
Winthrop University,SC,USA,university,false
Wisconsin Lutheran College,WI,USA,university,false
Wisconsin School of Professional Psychology,WI,USA,university,false
Wittenberg University,OH,USA,university,false
Wofford College,SC,USA,university,false
Won Institute of Graduate Studies,PA,USA,university,false
Woodbury University,CA,USA,university,false
Woods Hole Oceanographic Institution,MA,USA,university,false
Worcester Polytechnic Institute,MA,USA,university,false
Worcester State University,MA,USA,university,false
Wright State University,OH,USA,university,false
Xavier University,OH,USA,university,false
Xavier University of Louisiana,LA,USA,university,false
Yale University,CT,USA,university,false
Yeshiva University,NY,USA,university,false
York College,NE,USA,university,false
York College of Pennsylvania,PA,USA,university,false
Young Harris College,GA,USA,university,false
Youngstown State University,OH,USA,university,false
